campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,Categoría,Coincidencias,campaign_name_lower
Public-key directional orchestration,2023-02-26,2024-04-14,52485.67,0.18,email,B2C,paid,0.65,593541.4,Otros,[],public-key directional orchestration
Optimized content-based matrix,2023-01-17,2024-01-22,33107.4,0.79,social media,B2C,paid,0.1,796971.65,Otros,['SECONDARY: optimized'],optimized content-based matrix
De-engineered bandwidth-monitored solution,2023-03-05,2023-12-23,53505.82,0.75,email,B2B,paid,0.62,833607.67,Red/Conectividad,['SECONDARY: bandwidth'],de-engineered bandwidth-monitored solution
Horizontal asymmetric contingency,2022-09-16,2024-05-08,99714.19,0.23,email,B2C,referral,0.7,7622.28,Otros,[],horizontal asymmetric contingency
Grass-roots non-volatile hub,2022-11-28,2024-05-11,91458.81,0.86,podcast,B2B,promotion,0.84,679885.89,Otros,[],grass-roots non-volatile hub
Reverse-engineered attitude-oriented task-force,2023-03-12,2024-07-28,82832.93,0.73,social media,B2B,organic,0.99,974376.54,Otros,[],reverse-engineered attitude-oriented task-force
Synergized mission-critical conglomeration,2023-07-22,2024-03-23,84628.79,0.38,webinar,B2B,organic,0.18,27207.72,Otros,[],synergized mission-critical conglomeration
Configurable transitional data-warehouse,2023-05-08,2024-03-22,64944.48,0.4,email,B2B,referral,0.98,881173.83,Datos/Análisis,"['PRIMARY: data', 'PATTERN: \\bdata-\\w+\\b']",configurable transitional data-warehouse
Ergonomic global project,2023-05-12,2024-06-04,78379.56,0.85,webinar,B2B,promotion,0.29,152577.96,Otros,[],ergonomic global project
Sharable 24/7 Graphic Interface,2023-05-09,2024-05-13,24433.75,0.41,social media,B2B,referral,0.23,184897.69,Otros,[],sharable 24/7 graphic interface
Progressive directional secured line,2022-12-27,2024-01-18,74898.2,0.21,webinar,B2B,referral,0.79,462470.31,Otros,[],progressive directional secured line
Compatible tertiary alliance,2022-08-09,2024-07-02,3934.75,0.2,webinar,B2B,promotion,0.25,89250.13,Otros,[],compatible tertiary alliance
Face-to-face 6thgeneration methodology,2023-06-22,2024-06-02,64308.7,0.79,webinar,B2B,referral,0.85,834244.46,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",face-to-face 6thgeneration methodology
Customer-focused asymmetric workforce,2023-05-24,2024-01-23,76873.7,0.26,social media,B2C,paid,0.16,975307.6,Usuario/Cliente,['PRIMARY: customer'],customer-focused asymmetric workforce
Profound reciprocal forecast,2022-11-20,2024-05-16,76690.9,0.81,social media,B2C,paid,0.71,733753.88,Otros,[],profound reciprocal forecast
De-engineered high-level functionalities,2023-03-20,2023-12-16,53478.93,0.23,podcast,B2C,referral,0.45,985115.73,Otros,[],de-engineered high-level functionalities
Reverse-engineered upward-trending core,2023-07-07,2023-09-23,41516.78,0.41,social media,B2B,organic,0.23,272303.25,Otros,[],reverse-engineered upward-trending core
Future-proofed zero administration attitude,2022-11-16,2024-06-22,69169.4,0.4,webinar,B2C,organic,0.11,218950.95,Innovación/Generacional,[],future-proofed zero administration attitude
Mandatory intermediate neural-net,2022-12-22,2024-06-20,95593.18,0.26,social media,B2B,organic,0.76,904158.64,Otros,[],mandatory intermediate neural-net
Team-oriented discrete benchmark,2023-03-16,2023-08-05,2970.45,0.71,webinar,B2C,promotion,0.19,712043.2,Otros,[],team-oriented discrete benchmark
Cloned scalable frame,2022-12-30,2023-08-18,4839.55,0.67,webinar,B2B,promotion,0.0,250403.29,Otros,[],cloned scalable frame
Profit-focused 5thgeneration standardization,2023-01-03,2024-06-06,70530.3,0.52,email,B2C,promotion,0.81,770120.35,Procesos/Metodología,[],profit-focused 5thgeneration standardization
Distributed asymmetric frame,2023-04-15,2024-03-28,78889.49,0.74,podcast,B2C,paid,0.12,845440.9,Otros,[],distributed asymmetric frame
Vision-oriented 4thgeneration groupware,2023-03-03,2024-02-28,76029.54,0.3,podcast,B2B,organic,0.26,267482.0,Otros,[],vision-oriented 4thgeneration groupware
Persistent methodical Graphical User Interface,2022-09-11,2024-05-11,37369.74,0.85,webinar,B2C,organic,0.24,669953.74,Usuario/Cliente,"['SECONDARY: methodical', 'PATTERN: \\bmethod\\w*\\b']",persistent methodical graphical user interface
Integrated didactic circuit,2022-09-15,2024-05-02,43026.77,0.46,podcast,B2C,referral,0.92,248301.18,Otros,[],integrated didactic circuit
Expanded system-worthy collaboration,2022-12-16,2024-02-01,86687.38,0.32,email,B2B,referral,0.46,294566.58,Tecnología/IT,[],expanded system-worthy collaboration
Grass-roots client-server middleware,2023-01-04,2023-11-10,41458.15,0.97,email,B2B,paid,0.21,924885.11,Usuario/Cliente,['PRIMARY: client'],grass-roots client-server middleware
Universal systemic utilization,2023-05-22,2023-10-16,78294.27,0.33,webinar,B2B,paid,0.57,643279.88,Otros,[],universal systemic utilization
Expanded system-worthy flexibility,2022-10-22,2024-06-22,61204.36,0.4,social media,B2B,promotion,0.8,235658.56,Tecnología/IT,[],expanded system-worthy flexibility
Customizable homogeneous policy,2023-03-29,2024-03-27,75087.14,0.29,social media,B2C,referral,0.2,464001.7,Otros,[],customizable homogeneous policy
Visionary local paradigm,2023-02-13,2023-09-06,87595.32,0.36,podcast,B2C,paid,0.8,194771.92,Otros,[],visionary local paradigm
Persevering 24/7 complexity,2023-01-22,2023-11-21,31000.36,0.4,email,B2C,promotion,0.28,387283.38,Otros,[],persevering 24/7 complexity
Visionary multimedia synergy,2023-01-19,2024-01-14,25100.93,0.77,webinar,B2B,paid,0.17,267820.25,Otros,[],visionary multimedia synergy
Automated radical access,2023-02-25,2023-10-05,40413.87,0.23,webinar,B2B,organic,0.4,95705.91,Tecnología/IT,['SECONDARY: automated'],automated radical access
Inverse transitional artificial intelligence,2023-06-02,2023-11-26,2667.65,0.29,podcast,B2B,referral,0.1,861573.13,Otros,[],inverse transitional artificial intelligence
Down-sized modular conglomeration,2023-01-16,2023-08-13,15210.7,0.16,podcast,B2C,paid,0.79,374169.78,Otros,[],down-sized modular conglomeration
Robust next generation protocol,2022-10-21,2024-03-12,55331.1,0.14,webinar,B2C,paid,0.22,353720.66,Otros,[],robust next generation protocol
Innovative exuding toolset,2023-01-24,2023-12-28,86461.82,0.2,social media,B2C,organic,0.52,819254.95,Otros,[],innovative exuding toolset
Streamlined holistic toolset,2023-02-23,2024-03-15,82520.55,0.64,webinar,B2B,paid,0.43,822593.79,Otros,[],streamlined holistic toolset
Managed global capacity,2023-05-13,2024-03-05,14593.14,0.87,social media,B2C,paid,0.28,771828.11,Otros,[],managed global capacity
Phased systematic interface,2023-02-05,2024-05-18,3083.5,0.42,social media,B2C,paid,0.13,494155.17,Otros,['SECONDARY: systematic'],phased systematic interface
Persistent methodical info-mediaries,2022-08-09,2023-10-12,67207.89,0.41,email,B2C,promotion,0.74,670908.37,Otros,"['SECONDARY: methodical', 'PATTERN: \\bmethod\\w*\\b']",persistent methodical info-mediaries
Up-sized maximized capability,2023-05-11,2024-05-06,57934.37,0.93,social media,B2B,promotion,0.28,805755.38,Otros,[],up-sized maximized capability
Distributed scalable moratorium,2022-08-07,2024-06-25,21399.83,0.87,social media,B2B,promotion,0.89,204659.89,Otros,[],distributed scalable moratorium
Inverse stable process improvement,2023-06-25,2024-04-22,43101.14,0.78,webinar,B2C,paid,0.81,470664.64,Procesos/Metodología,[],inverse stable process improvement
Multi-tiered high-level protocol,2022-12-28,2023-10-19,44514.72,0.89,podcast,B2C,paid,0.97,402165.58,Otros,[],multi-tiered high-level protocol
Synergized 6thgeneration interface,2023-04-22,2024-06-14,23901.39,0.9,email,B2C,referral,0.25,918190.34,Otros,[],synergized 6thgeneration interface
Seamless attitude-oriented architecture,2022-09-07,2023-11-20,67575.94,0.1,email,B2B,organic,0.51,990939.91,Arquitectura/Infraestructura,['PRIMARY: architecture'],seamless attitude-oriented architecture
Centralized zero tolerance infrastructure,2023-03-11,2023-11-06,86627.2,0.13,webinar,B2B,promotion,0.21,446384.91,Arquitectura/Infraestructura,['PRIMARY: infrastructure'],centralized zero tolerance infrastructure
Focused motivating strategy,2023-07-31,2023-11-01,44640.33,0.79,social media,B2C,organic,0.69,935541.35,Gestión/Management,['SECONDARY: strategy'],focused motivating strategy
Function-based leadingedge budgetary management,2022-12-16,2023-08-23,64755.7,0.63,webinar,B2B,referral,0.2,996493.1,Gestión/Management,['PRIMARY: management'],function-based leadingedge budgetary management
Right-sized next generation solution,2022-09-27,2024-03-26,95256.19,0.54,podcast,B2C,referral,0.65,84562.94,Productos/Servicios,[],right-sized next generation solution
Assimilated local framework,2023-01-07,2024-06-05,82461.13,0.55,social media,B2B,organic,0.8,285843.42,Otros,[],assimilated local framework
Enterprise-wide bottom-line superstructure,2023-04-24,2023-10-10,1407.21,0.72,webinar,B2B,promotion,0.57,112057.31,Otros,[],enterprise-wide bottom-line superstructure
Triple-buffered bi-directional extranet,2023-07-05,2023-11-02,26990.81,0.81,email,B2C,referral,0.75,228421.55,Otros,[],triple-buffered bi-directional extranet
Down-sized systemic open architecture,2022-11-14,2024-02-25,43113.83,0.35,webinar,B2B,organic,0.33,317940.22,Arquitectura/Infraestructura,['PRIMARY: architecture'],down-sized systemic open architecture
Optional composite secured line,2023-06-05,2024-02-13,99250.38,0.78,webinar,B2B,referral,0.37,149879.61,Otros,[],optional composite secured line
Self-enabling non-volatile core,2023-07-28,2024-03-16,3884.46,0.44,podcast,B2B,organic,0.86,637965.2,Otros,[],self-enabling non-volatile core
Multi-tiered context-sensitive hub,2023-06-20,2024-05-24,1380.68,0.46,podcast,B2C,promotion,0.84,159621.36,Otros,[],multi-tiered context-sensitive hub
Optimized 4thgeneration hub,2023-04-02,2024-06-28,36530.3,0.16,podcast,B2C,referral,0.13,467146.31,Otros,['SECONDARY: optimized'],optimized 4thgeneration hub
Re-engineered methodical methodology,2023-06-02,2024-07-05,86154.71,0.96,social media,B2B,paid,0.8,967152.2,Procesos/Metodología,"['PRIMARY: methodology', 'SECONDARY: methodical', 'PATTERN: \\bmethod\\w*\\b']",re-engineered methodical methodology
Sharable cohesive focus group,2022-08-27,2023-11-03,88536.97,0.39,email,B2B,paid,0.92,229463.61,Otros,[],sharable cohesive focus group
Mandatory multi-tasking hardware,2022-09-08,2023-12-27,35256.99,0.2,email,B2B,organic,0.7,590224.33,Tecnología/IT,['PRIMARY: hardware'],mandatory multi-tasking hardware
User-friendly radical conglomeration,2022-11-02,2024-07-17,61599.99,0.86,webinar,B2C,organic,0.93,395935.5,Usuario/Cliente,['PRIMARY: user'],user-friendly radical conglomeration
Ameliorated attitude-oriented flexibility,2022-10-11,2024-06-15,75404.87,0.5,email,B2C,referral,0.55,132316.32,Otros,[],ameliorated attitude-oriented flexibility
Visionary methodical workforce,2023-01-27,2024-03-25,36063.47,0.28,podcast,B2C,promotion,0.67,731497.44,Otros,"['SECONDARY: methodical', 'PATTERN: \\bmethod\\w*\\b']",visionary methodical workforce
Future-proofed 4thgeneration core,2022-11-07,2024-04-07,17378.68,0.99,podcast,B2B,referral,0.88,746880.8,Innovación/Generacional,[],future-proofed 4thgeneration core
Networked system-worthy solution,2023-04-28,2024-02-22,70575.1,0.55,social media,B2B,paid,0.62,169122.94,Productos/Servicios,[],networked system-worthy solution
Cross-group zero administration model,2023-01-23,2023-10-09,75677.68,0.97,social media,B2B,paid,0.16,601591.49,Otros,[],cross-group zero administration model
Organized static alliance,2023-01-23,2023-10-04,20309.3,0.35,webinar,B2B,promotion,0.84,854903.83,Otros,[],organized static alliance
Face-to-face scalable definition,2023-06-13,2024-04-26,76484.11,0.88,podcast,B2B,paid,0.41,24367.21,Otros,[],face-to-face scalable definition
Programmable tertiary installation,2022-11-22,2024-04-17,20983.45,0.22,webinar,B2C,promotion,0.94,714628.56,Otros,[],programmable tertiary installation
Reverse-engineered multi-state standardization,2022-09-05,2023-10-10,23498.46,0.12,podcast,B2C,organic,0.32,659782.2,Procesos/Metodología,[],reverse-engineered multi-state standardization
Versatile systemic matrices,2023-03-18,2023-11-03,40761.62,0.75,email,B2B,referral,0.74,549518.67,Otros,[],versatile systemic matrices
Polarized client-driven moratorium,2023-01-25,2023-08-16,50624.24,0.13,webinar,B2C,referral,0.58,14079.6,Usuario/Cliente,['PRIMARY: client'],polarized client-driven moratorium
Implemented neutral algorithm,2023-05-31,2024-05-04,29528.87,0.19,podcast,B2C,promotion,0.78,550470.56,Otros,[],implemented neutral algorithm
Enterprise-wide impactful installation,2023-07-26,2024-02-23,71620.59,0.23,email,B2C,referral,0.38,872243.42,Otros,[],enterprise-wide impactful installation
Managed regional process improvement,2023-06-14,2023-09-19,65007.53,0.7,email,B2B,promotion,0.99,429137.69,Procesos/Metodología,[],managed regional process improvement
Vision-oriented incremental website,2023-02-28,2024-04-26,88865.19,0.67,email,B2B,referral,0.4,379377.93,Otros,[],vision-oriented incremental website
Compatible global Graphical User Interface,2023-07-05,2024-05-05,29838.85,0.79,webinar,B2C,paid,0.4,723242.82,Usuario/Cliente,['PRIMARY: user'],compatible global graphical user interface
Up-sized web-enabled flexibility,2022-09-24,2024-06-08,82727.29,0.91,podcast,B2B,organic,0.21,804001.71,Otros,[],up-sized web-enabled flexibility
User-centric intermediate website,2023-03-04,2023-11-09,40776.29,0.64,email,B2C,promotion,0.2,833389.82,Usuario/Cliente,['PRIMARY: user'],user-centric intermediate website
Multi-tiered asynchronous model,2022-08-26,2024-01-03,28192.89,0.33,social media,B2C,organic,0.1,892332.18,Otros,[],multi-tiered asynchronous model
Function-based homogeneous productivity,2022-10-28,2024-05-04,11711.34,0.26,social media,B2B,organic,0.26,975549.34,Otros,[],function-based homogeneous productivity
Persevering tertiary solution,2022-12-24,2023-12-07,46790.73,0.3,social media,B2C,promotion,0.79,808758.89,Productos/Servicios,[],persevering tertiary solution
Expanded 3rdgeneration synergy,2022-10-08,2024-07-09,43946.75,0.14,email,B2B,paid,0.0,739069.46,Otros,[],expanded 3rdgeneration synergy
Stand-alone web-enabled array,2022-09-10,2023-11-24,49546.42,0.62,social media,B2C,organic,0.26,837766.38,Otros,[],stand-alone web-enabled array
Reverse-engineered stable approach,2022-08-14,2024-01-05,9472.45,0.5,podcast,B2B,paid,0.77,695134.9,Otros,[],reverse-engineered stable approach
Streamlined homogeneous emulation,2022-08-22,2023-11-17,41792.48,0.83,podcast,B2C,promotion,0.28,760400.54,Otros,[],streamlined homogeneous emulation
Face-to-face multi-tasking flexibility,2023-06-07,2023-10-23,92997.45,0.94,podcast,B2B,referral,0.51,779020.93,Otros,[],face-to-face multi-tasking flexibility
Cross-group bandwidth-monitored algorithm,2023-04-18,2024-02-06,92913.24,0.16,podcast,B2C,paid,0.63,332706.37,Red/Conectividad,['SECONDARY: bandwidth'],cross-group bandwidth-monitored algorithm
Cross-platform empowering protocol,2022-10-13,2024-02-05,15036.97,0.72,social media,B2B,referral,0.66,408446.72,Tecnología/IT,"['SECONDARY: platform', 'PATTERN: \\b\\w+-platform\\b']",cross-platform empowering protocol
Robust maximized Graphic Interface,2022-09-17,2024-07-31,95291.59,0.3,social media,B2B,organic,0.27,804844.5,Otros,[],robust maximized graphic interface
Reduced solution-oriented Local Area Network,2022-10-18,2024-02-07,29617.85,0.94,podcast,B2B,paid,0.7,502557.55,Red/Conectividad,['PRIMARY: network'],reduced solution-oriented local area network
Grass-roots multimedia hub,2022-08-07,2024-03-11,8752.77,0.21,email,B2C,paid,0.2,877263.89,Otros,[],grass-roots multimedia hub
Inverse dedicated process improvement,2023-01-14,2023-12-20,41771.2,0.86,webinar,B2C,organic,0.7,888385.22,Procesos/Metodología,[],inverse dedicated process improvement
Networked impactful complexity,2022-11-13,2023-12-17,53289.5,0.63,webinar,B2C,referral,0.1,843984.33,Otros,[],networked impactful complexity
Re-contextualized 3rdgeneration moderator,2023-01-15,2024-07-07,85490.69,0.33,podcast,B2C,referral,0.59,180847.3,Otros,[],re-contextualized 3rdgeneration moderator
Operative heuristic middleware,2023-05-27,2023-08-28,95518.8,0.31,webinar,B2C,referral,0.46,396609.72,Otros,[],operative heuristic middleware
Seamless didactic algorithm,2022-09-06,2024-04-07,20179.61,0.31,webinar,B2B,promotion,0.46,327538.8,Otros,[],seamless didactic algorithm
Multi-layered neutral productivity,2023-04-14,2024-03-17,15550.45,0.7,webinar,B2C,paid,0.23,860685.98,Otros,[],multi-layered neutral productivity
Enhanced systematic conglomeration,2023-06-06,2024-06-03,26004.11,0.82,email,B2B,organic,0.88,418291.72,Otros,['SECONDARY: systematic'],enhanced systematic conglomeration
Customizable mission-critical projection,2022-09-05,2023-11-05,66562.1,0.6,email,B2B,promotion,0.6,762382.2,Otros,[],customizable mission-critical projection
Future-proofed dynamic Internet solution,2022-10-08,2023-10-20,8494.12,0.8,podcast,B2C,paid,0.93,208871.22,Innovación/Generacional,[],future-proofed dynamic internet solution
Realigned homogeneous support,2022-10-13,2024-03-03,24132.55,0.99,social media,B2C,paid,0.65,33543.21,Otros,[],realigned homogeneous support
Enterprise-wide non-volatile projection,2023-03-05,2024-04-18,99324.9,0.63,email,B2B,organic,0.85,513550.65,Otros,[],enterprise-wide non-volatile projection
Up-sized next generation portal,2022-11-14,2024-06-23,5702.93,0.34,social media,B2C,organic,0.88,951820.67,Otros,[],up-sized next generation portal
Stand-alone modular Internet solution,2023-05-05,2023-08-17,11068.74,0.13,podcast,B2C,promotion,0.86,747080.9,Productos/Servicios,[],stand-alone modular internet solution
Stand-alone composite matrix,2022-11-10,2023-12-19,47307.68,0.78,podcast,B2B,referral,0.85,777464.6,Otros,[],stand-alone composite matrix
Robust national process improvement,2023-07-07,2023-10-09,5211.43,0.2,social media,B2C,organic,0.89,439449.66,Procesos/Metodología,[],robust national process improvement
Intuitive analyzing contingency,2022-11-02,2023-10-29,66488.96,0.19,webinar,B2C,promotion,0.53,488511.76,Otros,[],intuitive analyzing contingency
Networked systemic toolset,2023-02-06,2023-09-12,41529.52,0.54,podcast,B2C,paid,0.79,926873.57,Otros,[],networked systemic toolset
Compatible content-based architecture,2023-02-05,2024-05-27,59471.38,0.6,email,B2B,paid,0.16,247589.89,Arquitectura/Infraestructura,['PRIMARY: architecture'],compatible content-based architecture
Universal uniform service-desk,2023-07-10,2024-05-16,37054.16,0.39,email,B2B,referral,0.6,5971.96,Productos/Servicios,['PRIMARY: service'],universal uniform service-desk
Programmable non-volatile encoding,2023-02-22,2023-08-21,46184.9,0.27,podcast,B2C,referral,0.2,870419.56,Otros,[],programmable non-volatile encoding
Public-key logistical knowledgebase,2022-09-13,2024-07-25,35711.19,0.93,webinar,B2C,promotion,0.39,669747.7,Otros,[],public-key logistical knowledgebase
Profit-focused next generation installation,2023-03-12,2024-07-30,16505.53,0.21,podcast,B2C,paid,0.29,401190.17,Otros,[],profit-focused next generation installation
Right-sized transitional standardization,2023-02-06,2024-01-06,9929.8,0.97,email,B2C,promotion,0.65,970132.5,Procesos/Metodología,[],right-sized transitional standardization
Quality-focused local methodology,2022-09-21,2023-12-27,11092.23,0.54,social media,B2C,paid,0.83,104296.76,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",quality-focused local methodology
Intuitive mobile focus group,2023-06-04,2024-02-12,56406.79,0.62,podcast,B2C,referral,0.7,149846.93,Otros,[],intuitive mobile focus group
Extended web-enabled approach,2023-01-23,2023-10-26,94020.1,0.73,social media,B2B,referral,0.47,253543.28,Otros,[],extended web-enabled approach
Configurable context-sensitive orchestration,2022-09-15,2024-05-22,45583.71,0.3,social media,B2C,organic,0.0,959198.9,Otros,[],configurable context-sensitive orchestration
Organized multi-state definition,2022-09-26,2023-11-22,94235.4,0.21,social media,B2B,promotion,0.16,138245.41,Otros,[],organized multi-state definition
Horizontal systematic moderator,2023-06-30,2023-10-25,20557.58,0.16,webinar,B2B,promotion,0.8,851130.62,Otros,['SECONDARY: systematic'],horizontal systematic moderator
Reverse-engineered non-volatile intranet,2022-08-09,2023-10-22,35179.9,0.28,webinar,B2B,referral,0.53,119499.36,Otros,[],reverse-engineered non-volatile intranet
Versatile systematic flexibility,2023-05-16,2023-09-06,24546.35,0.81,webinar,B2C,promotion,0.14,415710.74,Otros,['SECONDARY: systematic'],versatile systematic flexibility
Sharable tangible structure,2022-09-22,2023-12-07,11545.73,0.43,social media,B2C,promotion,0.5,30036.66,Otros,[],sharable tangible structure
Enhanced optimizing time-frame,2022-11-06,2024-04-02,1378.61,0.15,email,B2B,organic,0.66,862862.99,Otros,[],enhanced optimizing time-frame
Stand-alone zero-defect Graphic Interface,2023-01-09,2023-10-31,41687.29,0.31,social media,B2B,organic,0.97,306545.57,Otros,[],stand-alone zero-defect graphic interface
Intuitive 24hour flexibility,2023-05-22,2023-11-30,78922.22,0.6,podcast,B2C,organic,0.5,820394.15,Otros,[],intuitive 24hour flexibility
Profound heuristic solution,2022-09-03,2023-12-05,29965.35,0.55,email,B2B,organic,0.69,800087.39,Productos/Servicios,[],profound heuristic solution
Organized explicit pricing structure,2022-09-19,2023-11-10,44016.46,0.67,webinar,B2C,organic,0.46,516247.3,Otros,[],organized explicit pricing structure
Compatible local concept,2023-06-03,2024-03-09,79189.2,0.81,webinar,B2B,referral,0.15,9576.39,Otros,[],compatible local concept
Business-focused directional instruction set,2023-06-21,2023-09-08,65347.8,0.74,podcast,B2B,promotion,0.8,868299.33,Otros,[],business-focused directional instruction set
Up-sized foreground open system,2023-04-29,2024-05-08,64165.51,0.66,podcast,B2B,promotion,0.44,290264.87,Tecnología/IT,[],up-sized foreground open system
Operative exuding process improvement,2023-05-29,2023-11-11,55991.95,0.15,social media,B2B,organic,0.72,972995.99,Procesos/Metodología,[],operative exuding process improvement
Ergonomic full-range workforce,2023-04-25,2024-03-13,88094.67,0.94,email,B2B,paid,0.24,295898.2,Otros,[],ergonomic full-range workforce
Down-sized object-oriented website,2022-11-16,2024-04-10,23030.51,0.4,social media,B2C,referral,0.9,14158.69,Otros,[],down-sized object-oriented website
Fully-configurable web-enabled info-mediaries,2023-03-30,2024-04-04,44207.35,0.79,social media,B2C,organic,0.51,865565.75,Otros,[],fully-configurable web-enabled info-mediaries
User-centric intangible success,2023-01-09,2023-08-27,40594.89,0.94,email,B2C,referral,0.86,313328.51,Usuario/Cliente,['PRIMARY: user'],user-centric intangible success
Realigned zero administration intranet,2023-03-12,2023-11-29,55314.88,0.11,social media,B2B,paid,0.34,354396.83,Otros,[],realigned zero administration intranet
Secured grid-enabled policy,2023-07-22,2023-08-27,91275.2,0.77,email,B2C,paid,0.38,761329.99,Otros,[],secured grid-enabled policy
Sharable neutral array,2023-03-24,2024-06-15,67716.57,0.39,webinar,B2B,promotion,0.15,120441.4,Otros,[],sharable neutral array
Universal global benchmark,2023-05-04,2024-03-13,15390.47,0.57,webinar,B2B,paid,0.72,289275.2,Otros,[],universal global benchmark
Adaptive well-modulated extranet,2022-11-18,2023-08-09,71105.48,0.41,social media,B2C,promotion,0.9,242732.54,Otros,[],adaptive well-modulated extranet
Robust tangible strategy,2023-05-16,2023-12-16,4459.25,0.95,webinar,B2C,paid,0.62,285414.63,Gestión/Management,['SECONDARY: strategy'],robust tangible strategy
Versatile context-sensitive interface,2022-11-05,2023-10-29,30382.56,0.71,webinar,B2B,paid,0.95,441419.78,Otros,[],versatile context-sensitive interface
Synergistic value-added help-desk,2023-04-01,2024-07-18,29527.93,0.85,social media,B2C,paid,0.61,142683.63,Otros,[],synergistic value-added help-desk
Multi-channeled didactic process improvement,2022-12-31,2024-06-08,97339.13,0.5,email,B2B,organic,0.69,409395.67,Procesos/Metodología,[],multi-channeled didactic process improvement
Distributed stable emulation,2022-12-04,2024-03-19,38723.34,0.41,email,B2C,referral,0.22,122519.77,Otros,[],distributed stable emulation
Operative context-sensitive Local Area Network,2022-08-31,2023-11-28,62234.75,0.51,email,B2B,promotion,0.84,640882.28,Red/Conectividad,['PRIMARY: network'],operative context-sensitive local area network
Seamless motivating infrastructure,2023-02-20,2023-10-20,63478.39,0.96,podcast,B2B,organic,0.28,563372.52,Arquitectura/Infraestructura,['PRIMARY: infrastructure'],seamless motivating infrastructure
Switchable leadingedge alliance,2023-01-29,2024-07-28,93236.34,0.92,webinar,B2C,referral,0.85,545988.99,Otros,[],switchable leadingedge alliance
Multi-lateral grid-enabled middleware,2023-06-11,2024-07-17,84718.25,0.98,social media,B2B,paid,0.97,76971.76,Otros,[],multi-lateral grid-enabled middleware
Inverse system-worthy utilization,2022-08-25,2023-08-15,17398.1,0.22,email,B2C,paid,0.6,36397.45,Tecnología/IT,[],inverse system-worthy utilization
Extended next generation paradigm,2023-06-01,2024-01-26,78135.6,0.54,podcast,B2B,referral,0.11,551156.74,Otros,[],extended next generation paradigm
Customer-focused bifurcated service-desk,2023-04-08,2023-09-19,24769.6,0.65,social media,B2B,organic,0.9,161983.35,Usuario/Cliente,['PRIMARY: customer'],customer-focused bifurcated service-desk
Extended tangible hierarchy,2022-08-02,2024-04-07,36943.95,0.63,social media,B2C,referral,0.46,135256.94,Otros,[],extended tangible hierarchy
Down-sized systematic contingency,2023-05-14,2024-07-26,67417.39,0.15,podcast,B2C,paid,0.74,291171.32,Otros,['SECONDARY: systematic'],down-sized systematic contingency
Focused holistic installation,2022-12-13,2023-09-14,65008.76,0.15,podcast,B2B,paid,0.36,433912.4,Otros,[],focused holistic installation
Profound 24/7 parallelism,2023-06-21,2023-12-13,75478.5,0.15,social media,B2B,referral,0.34,372918.3,Otros,[],profound 24/7 parallelism
Ergonomic incremental utilization,2022-11-06,2024-06-01,30574.8,0.2,webinar,B2C,promotion,0.92,985934.77,Otros,[],ergonomic incremental utilization
Implemented actuating structure,2023-01-26,2024-05-11,73452.84,0.1,podcast,B2B,paid,0.83,870280.71,Otros,[],implemented actuating structure
Optimized high-level ability,2023-04-22,2024-03-23,2113.42,0.97,email,B2C,paid,0.6,545164.59,Otros,['SECONDARY: optimized'],optimized high-level ability
Up-sized eco-centric open architecture,2023-05-20,2023-08-22,43439.29,0.57,social media,B2B,paid,0.24,887646.91,Arquitectura/Infraestructura,['PRIMARY: architecture'],up-sized eco-centric open architecture
Business-focused systematic Graphical User Interface,2023-01-25,2023-11-22,55795.59,0.37,social media,B2B,organic,0.7,678927.4,Usuario/Cliente,['PRIMARY: user'],business-focused systematic graphical user interface
Up-sized maximized time-frame,2023-05-17,2024-06-24,7795.44,0.95,social media,B2B,organic,0.24,533292.53,Otros,[],up-sized maximized time-frame
Versatile explicit standardization,2023-05-08,2023-11-16,93728.56,0.87,webinar,B2B,paid,0.68,371660.32,Procesos/Metodología,[],versatile explicit standardization
Extended regional paradigm,2023-01-15,2023-09-09,61599.31,0.44,email,B2C,organic,0.3,510396.54,Otros,[],extended regional paradigm
Multi-channeled real-time info-mediaries,2023-06-27,2024-04-30,71582.81,0.51,email,B2B,paid,0.0,878650.2,Otros,[],multi-channeled real-time info-mediaries
Function-based 4thgeneration flexibility,2023-02-11,2024-04-20,40565.83,0.62,social media,B2C,promotion,0.11,90238.91,Otros,[],function-based 4thgeneration flexibility
Stand-alone client-driven approach,2023-02-28,2023-10-05,8570.41,0.52,podcast,B2B,paid,0.71,864848.47,Usuario/Cliente,['PRIMARY: client'],stand-alone client-driven approach
Balanced optimizing software,2023-04-10,2024-05-10,10297.36,0.95,podcast,B2B,paid,0.71,997657.18,Tecnología/IT,['PRIMARY: software'],balanced optimizing software
De-engineered object-oriented framework,2022-10-01,2023-12-10,12624.62,0.31,social media,B2C,paid,0.51,490299.83,Otros,[],de-engineered object-oriented framework
Multi-layered full-range throughput,2023-02-09,2024-03-01,71398.88,0.38,social media,B2B,paid,0.83,428690.2,Otros,[],multi-layered full-range throughput
Self-enabling multi-tasking help-desk,2023-05-01,2024-07-16,95378.2,0.69,email,B2B,referral,0.91,744126.87,Otros,[],self-enabling multi-tasking help-desk
